id,name,power,accuracy,pp,type_id,effect_chance,damage_class,effect,flavor_text
895,Aqua Cutter,70,100,20,11,,1,,The user expels pressurized water to cut at the target like a blade. This move has a heightened chance of landing a critical hit.
472,Wonder Room,,,10,14,,3,"For five turns (including this one), every Pokémon’s Defense and Special Defense are swapped.",The user creates a bizarre area in which Pokémon’s Defense and Sp. Def stats are swapped for five turns.
586,Boomburst,140,100,10,1,,2,Inflicts regular damage.,"The user attacks everything around it with the destructive power of a terrible, explosive sound."
437,Leaf Storm,130,90,5,12,100,2,"Inflicts regular damage, then lowers the user’s Special Attack by two stages.",A storm of sharp leaves is whipped up. The attack’s recoil sharply reduces the user’s Sp. Atk stat.
527,Electroweb,55,95,15,13,100,2,Lowers the target’s Speed by one stage.,The user captures and attacks opposing Pokémon by using an electric net. It reduces the targets’ Speed stat.
351,Shock Wave,60,,20,13,,2,Inflicts regular damage.  Ignores accuracy and evasion modifiers.,A fast and unavoidable electric attack.
660,First Impression,90,100,10,7,,1,Inflicts regular damage. Can only be used on the user’s first turn after entering the field.,"Although this move has great power, it only works the first turn the user is in battle."
167,Triple Kick,10,90,10,2,,1,"Inflicts regular damage.  Hits three times in the same turn.  The second hit has double power, and the third hit has triple power.  Each hit has a separate accuracy check, and this move stops if a hit misses.  skill link does not apply.",Hits three times with rising power.
245,Extreme Speed,80,100,5,1,,1,Inflicts regular damage.,A powerful first- strike move.
517,Inferno,100,50,5,10,100,2,Inflicts regular damage.  Has a $effect_chance% chance to burn the target.,The user attacks by engulfing the target in an intense fire. It leaves the target with a burn.
459,Roar Of Time,150,90,5,16,,2,"Inflicts regular damage.  User loses its next turn to ""recharge"", and cannot attack or switch out during that turn.",The user blasts the foe with power that distorts even time. The user must rest on the next turn.
684,Smart Strike,70,,10,9,,1,Inflicts regular damage.  Ignores accuracy and evasion modifiers.,The user stabs the target with a sharp horn. This attack never misses.
589,Play Nice,,,20,1,100,3,Lowers the target’s Attack by one stage.,"The user and the target become friends, and the target loses its will to fight. This lowers the target’s Attack stat."
321,Tickle,,100,20,1,,3,Lowers the target’s Attack and Defense by one stage.,Makes the foe laugh to lower ATTACK and DEFENSE.
476,Rage Powder,,,20,7,,3,"Until the end of this turn, any moves that opposing Pokémon target solely at the user’s ally will instead target the user.  If both Pokémon on the same side of the field use this move on the same turn, the Pokémon that uses it last will become the target.  This effect takes priority over lightning rod and storm drain.  If the user’s ally switches out, opposing Pokémon may still hit it with pursuit.  This move cannot be selected by assist or metronome.",The user scatters a cloud of irritating powder to draw attention to itself. Opponents aim only at the user.
793,False Surrender,80,,10,17,,1,Inflicts regular damage.  Ignores accuracy and evasion modifiers.,"The user pretends to bow its head, but then it stabs the target with its disheveled hair. This attack never misses."
340,Bounce,85,85,5,3,30,1,"Inflicts regular damage.  User bounces high into the air for one turn, becoming immune to attack, and hits on the second turn.  Has a $effect_chance% chance to paralyze the target.  During the immune turn, gust, hurricane, sky uppercut, smack down, thunder, and twister still hit the user normally.  gust and twister also have double power against the user.  The damage from hail and sandstorm still applies during the immune turn.  The user may be hit during its immune turn if under the effect of lock on, mind reader, or no guard.  This move cannot be used while gravity is in effect.  This move cannot be selected by sleep talk.","Bounces up, then down the next turn. May paralyze."
313,Fake Tears,,100,20,17,,3,Lowers the target’s Special Defense by two stages.,Feigns crying to sharply lower the foe’s SP. DEF.
41,Twineedle,25,100,20,7,20,1,Inflicts regular damage.  Hits twice in the same turn.  Has a $effect_chance% chance to poison the target.,Jabs the foe twice using stingers.
93,Confusion,50,100,25,14,10,2,Inflicts regular damage.  Has a $effect_chance% chance to confuse the target.,The foe is hit by a weak telekinetic force. It may also leave the foe confused.
429,Mirror Shot,65,85,10,9,30,2,Inflicts regular damage.  Has a $effect_chance% chance to lower the target’s accuracy by one stage.,The user looses a flash of energy from its polished body. It may also lower the target’s accuracy.
310,Astonish,30,100,15,8,30,1,Inflicts regular damage.  Has a $effect_chance% chance to make the target flinch.,An attack that may shock the foe into flinching.
184,Scary Face,,100,10,1,,3,Lowers the target’s Speed by two stages.,Sharply reduces the foe's SPEED.
803,Grassy Glide,55,100,20,12,,1,Inflicts regular damage.,"Gliding on the ground, the user attacks the target. This move always goes first on Grassy Terrain."
542,Hurricane,110,70,10,3,30,2,"Inflicts regular damage.  Has a $effect_chance% chance to confuse the target.  This move can hit Pokémon under the effect of bounce, fly, or sky drop.  During rain dance, this move has 100% accuracy.  During sunny day, this move has 50% accuracy.",The user attacks by wrapping its opponent in a fierce wind that flies up into the sky. It may also confuse the target.
364,Feint,30,100,10,1,,1,"Inflicts regular damage.  Removes the effects of detect or protect from the target before hitting.  This move cannot be copied by mirror move, nor selected by assist or metronome.",An attack that hits a foe using Protect or Detect. It also lifts the effects of those moves.
132,Constrict,10,100,35,1,10,1,Inflicts regular damage.  Has a $effect_chance% chance to lower the target’s Speed by one stage.,An attack that may lower SPEED.
66,Submission,80,80,20,2,,1,Inflicts regular damage.  User takes 1/4 the damage it inflicts in recoil.,An attack that al­ so hurts the user.
281,Yawn,,,10,1,,3,"Puts the target to sleep at the end of the next turn.  Ignores accuracy and evasion modifiers.  If the target leaves the field, this effect is canceled.  If the target has a status effect when this move is used, this move will fail.  If the target is protected by safeguard when this move is used, this move will fail.  insomnia and vital spirit prevent the sleep if the target has either at the end of the next turn, but will not cause this move to fail on use.","Lulls the foe into yawning, then sleeping next turn."
777,Decorate,,,15,18,100,3,,The user sharply raises the target’s Attack and Sp. Atk stats by decorating the target.
596,Spiky Shield,,,10,12,,3,Blocks damaging attacks and damages attacking Pokémon for 1/8 their max HP.,"In addition to protecting the user from attacks, this move also damages any attacker who makes direct contact."
159,Sharpen,,,30,1,,3,Raises the user’s Attack by one stage.,A move that raises the user's ATTACK.
110,Withdraw,,,40,11,,3,Raises the user’s Defense by one stage.,Heightens the user's DEFENSE.
671,Spotlight,,,15,1,,3,"For the duration of the turn, if the target is also a valid target for a move used by one of its opponents, that move will target it instead.",The user shines a spotlight on the target so that only the target will be attacked during the turn.
450,Bug Bite,60,100,20,7,,1,"Inflicts regular damage.  If the target is holding a berry, this move has double power, and the user takes the berry and uses it immediately.  If the target is holding a jaboca berry or rowap berry, the berry is still removed, but has no effect.  If this move is super effective and the target is holding a berry that can reduce this move’s damage, it will do so, and will not be stolen.","The user bites the foe. If the foe is holding a Berry, the user eats it and gains its effect."
201,Sandstorm,,,10,6,,3,"Changes the weather to a sandstorm for five turns.  Pokémon that are not ground, rock, or steel take 1/16 their max HP at the end of every turn.  Every rock Pokémon’s original Special Defense is raised by 50% for the duration of this effect.  solar beam’s power is halved.  moonlight, morning sun, and synthesis only heal 1/4 the user’s max HP.",Inflicts damage every turn.
158,Hyper Fang,80,90,15,1,10,1,Inflicts regular damage.  Has a $effect_chance% chance to make the target flinch.,An attack that may cause flinching.
