pokedex_number,name,hp,attack,defense,sp_attack,sp_defense,speed,height,weight,flavor_text
819,Skwovet,70,55,55,35,35,25,0.3,2.5,"Found throughout the Galar region, this Pokémon becomes uneasy if its cheeks are ever completely empty of berries."
820,Greedent,120,95,95,55,75,20,0.6,6.0,"It stashes berries in its tail—so many berries that they fall out constantly. But this Pokémon is a bit slow-witted, so it doesn’t notice the loss."
821,Rookidee,38,47,35,33,35,57,0.2,1.8,"It will bravely challenge any opponent, no matter how powerful. This Pokémon benefits from every battle—even a defeat increases its strength a bit."
822,Corvisquire,68,67,55,43,55,77,0.8,16.0,"Smart enough to use tools in battle, these Pokémon have been seen picking up rocks and flinging them or using ropes to wrap up enemies."
823,Corviknight,98,87,105,53,85,67,2.2,75.0,This Pokémon reigns supreme in the skies of the Galar region. The black luster of its steel body could drive terror into the heart of any foe.
824,Blipbug,25,20,20,25,45,45,0.4,8.0,"A constant collector of information, this Pokémon is very smart. Very strong is what it isn’t."
825,Dottler,50,35,80,50,90,30,0.4,19.5,"It barely moves, but it’s still alive. Hiding in its shell without food or water seems to have awakened its psychic powers."
826,Orbeetle,60,45,110,80,120,90,0.4,40.8,"It’s famous for its high level of intelligence, and the large size of its brain is proof that it also possesses immense psychic power."
827,Nickit,40,28,28,47,52,50,0.6,8.9,"Aided by the soft pads on its feet, it silently raids the food stores of other Pokémon. It survives off its ill-gotten gains."
828,Thievul,70,58,58,87,92,90,1.2,19.9,"It secretly marks potential targets with a scent. By following the scent, it stalks its targets and steals from them when they least expect it."
829,Gossifleur,40,40,60,40,60,10,0.4,2.2,"It anchors itself in the ground with its single leg, then basks in the sun. After absorbing enough sunlight, its petals spread as it blooms brilliantly."
830,Eldegoss,60,50,90,80,120,60,0.5,2.5,The seeds attached to its cotton fluff are full of nutrients. It spreads them on the wind so that plants and other Pokémon can benefit from them.
831,Wooloo,42,40,55,40,45,48,0.6,6.0,"Its curly fleece is such an effective cushion that this Pokémon could fall off a cliff and stand right back up at the bottom, unharmed."
832,Dubwool,72,80,100,60,90,88,1.3,43.0,"Weave a carpet from its springy wool, and you end up with something closer to a trampoline. You’ll start to bounce the moment you set foot on it."
833,Chewtle,50,64,50,38,38,44,0.3,8.5,Apparently the itch of its teething impels it to snap its jaws at anything in front of it.
834,Drednaw,90,115,90,48,68,74,1.0,115.5,"With jaws that can shear through steel rods, this highly aggressive Pokémon chomps down on its unfortunate prey."
835,Yamper,59,45,50,40,50,26,0.3,13.5,"This Pokémon is very popular as a herding dog in the Galar region. As it runs, it generates electricity from the base of its tail."
836,Boltund,69,90,60,90,60,121,1.0,34.0,This Pokémon generates electricity and channels it into its legs to keep them going strong. Boltund can run nonstop for three full days.
837,Rolycoly,30,40,50,40,50,30,0.3,12.0,"Most of its body has the same composition as coal. Fittingly, this Pokémon was first discovered in coal mines about 400 years ago."
838,Carkol,80,60,90,60,70,50,1.1,78.0,It forms coal inside its body. Coal dropped by this Pokémon once helped fuel the lives of people in the Galar region.
839,Coalossal,110,80,120,80,90,30,2.8,310.5,"It’s usually peaceful, but the vandalism of mines enrages it. Offenders will be incinerated with flames that reach 2,700 degrees Fahrenheit."
840,Applin,40,40,80,40,40,20,0.2,0.5,"It spends its entire life inside an apple. It hides from its natural enemies, bird Pokémon, by pretending it’s just an apple and nothing more."
841,Flapple,70,110,80,95,60,70,0.3,1.0,"It ate a sour apple, and that induced its evolution. In its cheeks, it stores an acid capable of causing chemical burns."
842,Appletun,110,85,80,100,80,30,0.4,13.0,"Eating a sweet apple caused its evolution. A nectarous scent wafts from its body, luring in the bug Pokémon it preys on."
843,Silicobra,52,57,75,35,50,46,2.2,7.6,"As it digs, it swallows sand and stores it in its neck pouch. The pouch can hold more than 17 pounds of sand."
844,Sandaconda,72,107,125,65,70,71,3.8,65.5,"When it contracts its body, over 220 pounds of sand sprays from its nose. If it ever runs out of sand, it becomes disheartened."
845,Cramorant,70,85,55,85,95,85,0.8,18.0,"It’s so strong that it can knock out some opponents in a single hit, but it also may forget what it’s battling midfight."
846,Arrokuda,41,63,40,40,30,66,0.5,1.0,"If it sees any movement around it, this Pokémon charges for it straightaway, leading with its sharply pointed jaw. It’s very proud of that jaw."
847,Barraskewda,61,123,60,60,50,136,1.3,30.0,"This Pokémon has a jaw that’s as sharp as a spear and as strong as steel. Apparently Barraskewda’s flesh is surprisingly tasty, too."
848,Toxel,40,38,35,54,35,40,0.4,11.0,"It stores poison in an internal poison sac and secretes that poison through its skin. If you touch this Pokémon, a tingling sensation follows."
849,Toxtricity,75,98,70,114,70,75,1.6,40.0,"When this Pokémon sounds as if it’s strumming a guitar, it’s actually clawing at the protrusions on its chest to generate electricity."
850,Sizzlipede,50,65,45,50,50,45,0.7,1.0,It stores flammable gas in its body and uses it to generate heat. The yellow sections on its belly get particularly hot.
851,Centiskorch,100,115,65,90,90,65,3.0,120.0,"When it heats up, its body temperature reaches about 1,500 degrees Fahrenheit. It lashes its body like a whip and launches itself at enemies."
852,Clobbopus,50,68,60,50,50,32,0.6,4.0,"It’s very curious, but its means of investigating things is to try to punch them with its tentacles. The search for food is what brings it onto land."
853,Grapploct,80,118,90,70,80,42,1.6,39.0,A body made up of nothing but muscle makes the grappling moves this Pokémon performs with its tentacles tremendously powerful.
854,Sinistea,40,45,45,74,54,50,0.1,0.2,"This Pokémon is said to have been born when a lonely spirit possessed a cold, leftover cup of tea."
855,Polteageist,60,65,65,134,114,70,0.2,0.4,"This species lives in antique teapots. Most pots are forgeries, but on rare occasions, an authentic work is found."
856,Hatenna,42,30,45,56,53,39,0.4,3.4,"Via the protrusion on its head, it senses other creatures’ emotions. If you don’t have a calm disposition, it will never warm up to you."
857,Hattrem,57,40,65,86,73,49,0.6,4.8,"No matter who you are, if you bring strong emotions near this Pokémon, it will silence you violently."
858,Hatterene,57,90,95,136,103,29,2.1,5.1,It emits psychic power strong enough to cause headaches as a deterrent to the approach of others.
859,Impidimp,45,45,30,55,40,50,0.4,5.5,"Through its nose, it sucks in the emanations produced by people and Pokémon when they feel annoyed. It thrives off this negative energy."
860,Morgrem,65,60,45,75,55,70,0.8,12.5,"When it gets down on all fours as if to beg for forgiveness, it’s trying to lure opponents in so that it can stab them with its spear-like hair."
861,Grimmsnarl,95,120,65,95,75,60,1.5,61.0,"With the hair wrapped around its body helping to enhance its muscles, this Pokémon can overwhelm even Machamp."
862,Obstagoon,93,90,101,60,81,95,1.6,46.0,Its voice is staggering in volume. Obstagoon has a tendency to take on a threatening posture and shout—this move is known as Obstruct.
863,Perrserker,70,110,100,50,60,50,0.8,28.0,What appears to be an iron helmet is actually hardened hair. This Pokémon lives for the thrill of battle.
864,Cursola,60,95,50,145,130,30,1.0,0.4,Its shell is overflowing with its heightened otherworldly energy. The ectoplasm serves as protection for this Pokémon’s core spirit.
865,Sirfetchd,62,135,95,68,82,65,0.8,117.0,"Only Farfetch’d that have survived many battles can attain this evolution. When this Pokémon’s leek withers, it will retire from combat."
866,Mr Rime,80,85,75,110,100,70,1.5,58.2,It’s highly skilled at tap-dancing. It waves its cane of ice in time with its graceful movements.
867,Runerigus,58,95,145,50,105,30,1.6,66.6,"A powerful curse was woven into an ancient painting. After absorbing the spirit of a Yamask, the painting began to move."
868,Milcery,45,40,40,50,61,34,0.2,0.3,This Pokémon was born from sweet-smelling particles in the air. Its body is made of cream.
869,Alcremie,65,60,75,110,121,64,0.3,0.5,"When it trusts a Trainer, it will treat them to berries it’s decorated with cream."
870,Falinks,65,100,100,70,60,75,3.0,62.0,"Five of them are troopers, and one is the brass. The brass’s orders are absolute."
871,Pincurchin,48,101,95,91,85,15,0.3,1.0,"It feeds on seaweed, using its teeth to scrape it off rocks. Electric current flows from the tips of its spines."
872,Snom,30,25,35,45,30,20,0.3,3.8,"It spits out thread imbued with a frigid sort of energy and uses it to tie its body to branches, disguising itself as an icicle while it sleeps."
873,Frosmoth,70,65,60,125,90,65,1.3,42.0,Icy scales fall from its wings like snow as it flies over fields and mountains. The temperature of its wings is less than −290 degrees Fahrenheit.
874,Stonjourner,100,125,135,20,20,70,2.5,520.0,"It stands in grasslands, watching the sun’s descent from zenith to horizon. This Pokémon has a talent for delivering dynamic kicks."
875,Eiscue,75,80,110,65,90,50,1.4,89.0,It drifted in on the flow of ocean waters from a frigid place. It keeps its head iced constantly to make sure it stays nice and cold.
876,Indeedee,60,65,55,105,95,95,0.9,28.0,"It uses the horns on its head to sense the emotions of others. Males will act as valets for those they serve, looking after their every need."
877,Morpeko,58,95,58,70,58,97,0.3,3.0,"As it eats the seeds stored up in its pocket-like pouches, this Pokémon is not just satisfying its constant hunger. It’s also generating electricity."
878,Cufant,72,80,49,40,49,40,1.2,100.0,"It digs up the ground with its trunk. It’s also very strong, being able to carry loads of over five tons without any problem at all."
879,Copperajah,122,130,69,80,69,30,3.0,650.0,They came over from another region long ago and worked together with humans. Their green skin is resistant to water.
880,Dracozolt,90,100,90,80,70,75,1.8,190.0,"In ancient times, it was unbeatable thanks to its powerful lower body, but it went extinct anyway after it depleted all its plant-based food sources."
881,Arctozolt,90,100,90,90,80,55,2.3,150.0,The shaking of its freezing upper half is what generates its electricity. It has a hard time walking around.
882,Dracovish,90,90,100,70,80,75,2.3,215.0,Powerful legs and jaws made it the apex predator of its time. Its own overhunting of its prey was what drove it to extinction.
883,Arctovish,90,90,100,80,90,55,2.0,175.0,"Though it’s able to capture prey by freezing its surroundings, it has trouble eating the prey afterward because its mouth is on top of its head."
884,Duraludon,70,95,115,120,50,85,1.8,40.0,"Its body resembles polished metal, and it’s both lightweight and strong. The only drawback is that it rusts easily."
885,Dreepy,28,60,30,40,30,82,0.5,2.0,"After being reborn as a ghost Pokémon, Dreepy wanders the areas it used to inhabit back when it was alive in prehistoric seas."
886,Drakloak,68,80,50,60,50,102,1.4,11.0,It’s capable of flying faster than 120 mph. It battles alongside Dreepy and dotes on them until they successfully evolve.
887,Dragapult,88,120,75,100,75,142,3.0,50.0,"When it isn’t battling, it keeps Dreepy in the holes on its horns. Once a fight starts, it launches the Dreepy like supersonic missiles."
888,Zacian,92,120,115,80,115,138,2.8,110.0,"Known as a legendary hero, this Pokémon absorbs metal particles, transforming them into a weapon it uses to battle."
889,Zamazenta,92,120,115,80,115,138,2.9,210.0,"In times past, it worked together with a king of the people to save the Galar region. It absorbs metal that it then uses in battle."
890,Eternatus,140,85,95,145,95,130,20.0,950.0,The core on its chest absorbs energy emanating from the lands of the Galar region. This energy is what allows Eternatus to stay active.
891,Kubfu,60,90,60,53,50,72,0.6,12.0,Kubfu trains hard to perfect its moves. The moves it masters will determine which form it takes when it evolves.
892,Urshifu,100,130,100,63,60,97,1.9,105.0,This form of Urshifu is a strong believer in the one-hit KO. Its strategy is to leap in close to foes and land a devastating blow with a hardened fist.
893,Zarude,105,120,105,70,95,105,1.8,70.0,"Within dense forests, this Pokémon lives in a pack with others of its kind. It’s incredibly aggressive, and the other Pokémon of the forest fear it."
894,Regieleki,80,100,50,100,50,200,1.2,145.0,This Pokémon is a cluster of electrical energy. It’s said that removing the rings on Regieleki’s body will unleash the Pokémon’s latent power.
895,Regidrago,200,100,50,100,50,80,2.1,200.0,An academic theory proposes that Regidrago’s arms were once the head of an ancient dragon Pokémon. The theory remains unproven.
896,Glastrier,100,145,130,65,110,30,2.2,800.0,"Glastrier emits intense cold from its hooves. It’s also a belligerent Pokémon—anything it wants, it takes by force."
897,Spectrier,100,65,60,145,80,130,2.0,44.5,It probes its surroundings with all its senses save one—it doesn’t use its sense of sight. Spectrier’s kicks are said to separate soul from body.
898,Calyrex,100,80,80,80,80,80,1.1,7.7,"Calyrex is a merciful Pokémon, capable of providing healing and blessings. It reigned over the Galar region in times of yore."
899,Wyrdeer,103,105,72,105,75,65,1.8,95.1,The black orbs shine with an uncanny light when the Pokémon is erecting invisible barriers. The fur shed from its beard retains heat well and is a highly useful material for winter clothing.
900,Kleavor,70,135,95,45,70,85,1.8,89.0,"A violent creature that fells towering trees with its crude axes and shields itself with hard stone. If one should chance upon this Pokémon in the wilds, one's only recourse is to flee."
901,Ursaluna,130,140,105,45,80,50,2.4,290.0,I believe it was Hisui's swampy terrain that gave Ursaluna its burly physique and newfound capacity to manipulate peat at will.
902,Basculegion,120,112,65,80,75,78,3.0,110.0,Clads itself in the souls of comrades that perished before fulfilling their goals of journeying upstream. No other species throughout all Hisui's rivers is Basculegion's equal.
903,Sneasler,80,130,60,40,80,120,1.3,43.0,"Because of Sneasler's virulent poison and daunting physical prowess, no other species could hope to best it on the frozen highlands. Preferring solitude, this species does not form packs."
904,Overqwil,85,115,95,65,65,85,2.5,60.5,Its lancelike spikes and savage temperament have earned it the nickname ”sea fiend.” It slurps up poison to nourish itself.
905,Enamorus,74,115,70,135,80,106,1.6,48.0,"When it flies to this land from across the sea, the bitter winter comes to an end. According to legend, this Pokémon's love gives rise to the budding of fresh life across Hisui."
906,Sprigatito,40,61,54,45,45,65,0.4,4.1,Its fluffy fur is similar in composition to plants. This Pokémon frequently washes its face to keep it from drying out.
907,Floragato,61,80,63,60,63,83,0.9,12.2,"Floragato deftly wields the vine hidden beneath its long fur, slamming the hard flower bud against its opponents."
908,Meowscarada,76,110,70,81,70,123,1.5,31.2,"This Pokémon uses the reflective fur lining its cape to camouflage the stem of its flower, creating the illusion that the flower is floating."
909,Fuecoco,67,45,59,63,40,36,0.4,9.8,It lies on warm rocks and uses the heat absorbed by its square-shaped scales to create fire energy.
910,Crocalor,81,55,78,90,58,49,1.0,30.7,The combination of Crocalor’s fire energy and overflowing vitality has caused an egg-shaped fireball to appear on the Pokémon’s head.
911,Skeledirge,104,75,100,110,75,66,1.6,326.5,The fiery bird changes shape when Skeledirge sings. Rumor has it that the bird was born when the fireball on Skeledirge’s head gained a soul.
912,Quaxly,55,65,45,50,45,50,0.5,6.1,"This Pokémon migrated to Paldea from distant lands long ago. The gel secreted by its feathers repels water and grime."""
913,Quaxwell,70,85,65,65,60,65,1.2,21.5,"These Pokémon constantly run through shallow waters to train their legs, then compete with each other to see which of them kicks most gracefully."
914,Quaquaval,85,120,80,85,75,85,1.8,61.9,A single kick from a Quaquaval can send a truck rolling. This Pokémon uses its powerful legs to perform striking dances from far-off lands.
915,Lechonk,54,45,40,35,45,35,0.5,10.2,It searches for food all day. It possesses a keen sense of smell but doesn’t use it for anything other than foraging.
916,Oinkologne,110,100,75,59,80,65,1.0,120.0,"Oinkologne is proud of its fine, glossy skin. It emits a concentrated scent from the tip of its tail."
917,Tarountula,35,41,45,29,40,20,0.3,4.0,"The ball of threads wrapped around its body is elastic enough to deflect the scythes of Scyther, this Pokémon’s natural enemy."
918,Spidops,60,79,92,52,86,35,1.0,16.5,It clings to branches and ceilings using its threads and moves without a sound. It takes out its prey before the prey even notices it.
919,Nymble,33,46,40,21,25,45,0.2,1.0,"It has its third set of legs folded up. When it’s in a tough spot, this Pokémon jumps over 30 feet using the strength of its legs."
920,Lokix,71,102,78,52,55,92,1.0,17.5,"When it decides to fight all out, it stands on its previously folded legs to enter Showdown Mode. It neutralizes its enemies in short order."
921,Pawmi,45,50,20,40,25,60,0.3,2.5,It has underdeveloped electric sacs on its cheeks. These sacs can produce electricity only if Pawmi rubs them furiously with the pads on its forepaws.
922,Pawmo,60,75,40,50,40,85,0.4,6.5,"When its group is attacked, Pawmo is the first to leap into battle, defeating enemies with a fighting technique that utilizes electric shocks."
923,Pawmot,70,115,70,70,60,105,0.9,41.0,"This Pokémon normally is slow to react, but once it enters battle, it will strike down its enemies with lightning-fast movements."
924,Tandemaus,50,50,45,40,45,75,0.3,1.8,"Exhibiting great teamwork, they use their incisors to cut pieces out of any material that might be useful for a nest, then make off with them."
925,Maushold,74,75,70,65,75,111,0.3,2.3,"The two little ones just appeared one day. The group might be a family of related Pokémon, but nobody knows for sure."
926,Fidough,37,55,70,30,55,65,0.3,10.9,This Pokémon is smooth and moist to the touch. Yeast in Fidough’s breath induces fermentation in the Pokémon’s vicinity.
927,Dachsbun,57,80,115,50,80,95,0.5,14.9,"The pleasant aroma that emanates from this Pokémon’s body helps wheat grow, so Dachsbun has been treasured by farming villages."
928,Smoliv,41,35,45,58,51,30,0.3,6.5,It protects itself from enemies by emitting oil from the fruit on its head. This oil is bitter and astringent enough to make someone flinch.
929,Dolliv,52,53,60,78,78,33,0.6,11.9,"Dolliv shares its tasty, fresh-scented oil with others. This species has coexisted with humans since times long gone."
930,Arboliva,78,69,90,125,109,39,1.4,48.2,"This calm Pokémon is very compassionate. It will share its delicious, nutrient-rich oil with weakened Pokémon."
931,Squawkabilly,82,96,51,45,51,92,0.6,2.4,"These Pokémon prefer to live in cities. They form flocks based on the color of their feathers, and they fight over territory."
932,Nacli,55,55,75,35,35,25,0.4,16.0,"It was born in a layer of rock salt deep under the earth. This species was particularly treasured in the old days, as they would share precious salt."
933,Naclstack,60,60,100,35,65,35,0.6,105.0,This Pokémon dry cures its prey by spraying salt over them. The curing process steals away the water in the prey’s body.
934,Garganacl,100,100,130,45,90,35,2.3,240.0,Garganacl will rub its fingertips together and sprinkle injured Pokémon with salt. Even severe wounds will promptly heal afterward.
935,Charcadet,40,50,40,50,40,35,0.6,10.5,"Burnt charcoal came to life and became a Pokémon. Possessing a fiery fighting spirit, Charcadet will battle even tough opponents."
936,Armarouge,85,60,100,125,80,75,1.5,85.0,Armarouge evolved through the use of a set of armor that belonged to a distinguished warrior. This Pokémon is incredibly loyal.
937,Ceruledge,75,125,80,60,100,85,1.6,62.0,The fiery blades on its arms burn fiercely with the lingering resentment of a sword wielder who fell before accomplishing their goal.
938,Tadbulb,61,31,41,59,35,45,0.3,0.4,"Tadbulb shakes its tail to generate electricity. If it senses danger, it will make its head blink on and off to alert its allies."
939,Bellibolt,109,64,91,103,83,45,1.2,113.0,"When this Pokémon expands and contracts its wobbly body, the belly-button dynamo in its stomach produces a huge amount of electricity."
940,Wattrel,40,40,35,55,40,70,0.4,3.6,"When its wings catch the wind, the bones within produce electricity. This Pokémon dives into the ocean, catching prey by electrocuting them."
941,Kilowattrel,70,70,60,105,60,125,1.4,38.6,"Kilowattrel inflates its throat sac to amplify its electricity. By riding the wind, this Pokémon can fly over 430 miles in a day."
942,Maschiff,60,78,60,40,51,51,0.5,16.0,"It always scowls in an attempt to make opponents take it seriously, but even crying children will burst into laughter when they see Maschiff’s face."
943,Mabosstiff,80,120,90,60,70,85,1.1,61.0,This Pokémon can store energy in its large dewlap. Mabosstiff unleashes this energy all at once to blow away enemies.
944,Shroodle,40,65,35,40,35,75,0.2,0.7,"Though usually a mellow Pokémon, it will sink its sharp, poison-soaked front teeth into any that anger it, causing paralysis in the object of its ire."
945,Grafaiai,63,95,65,80,72,110,0.7,27.2,The color of the poisonous saliva depends on what the Pokémon eats. Grafaiai covers its fingers in its saliva and draws patterns on trees in forests.
946,Bramblin,40,65,30,45,35,60,0.6,0.6,A soul unable to move on to the afterlife was blown around by the wind until it got tangled up with dried grass and became a Pokémon.
947,Brambleghast,55,115,70,80,70,90,1.2,6.0,"It will open the branches of its head to envelop its prey. Once it absorbs all the life energy it needs, it expels the prey and discards it."
948,Toedscool,40,40,35,50,100,70,0.9,33.0,Toedscool lives in muggy forests. The flaps that fall from its body are chewy and very delicious.
949,Toedscruel,80,70,65,80,120,100,1.9,58.0,These Pokémon gather into groups and form colonies deep within forests. They absolutely hate it when strangers approach.
950,Klawf,70,100,115,35,55,75,1.3,79.0,"Klawf hangs upside-down from cliffs, waiting for prey. But Klawf can’t remain in this position for long because its blood rushes to its head."
951,Capsakid,50,62,40,62,40,50,0.3,3.0,"The more sunlight this Pokémon bathes in, the more spicy chemicals are produced by its body, and thus the spicier its moves become."
952,Scovillain,65,108,65,108,65,75,0.9,15.0,The red head converts spicy chemicals into fire energy and blasts the surrounding area with a super spicy stream of flame.
953,Rellor,41,50,60,31,58,30,0.2,1.0,This Pokémon creates a mud ball by mixing sand and dirt with psychic energy. It treasures its mud ball more than its own life.
954,Rabsca,75,50,85,115,100,45,0.3,3.5,"The body that supports the ball barely moves. Therefore, it is thought that the true body of this Pokémon is actually inside the ball."
955,Flittle,30,35,30,55,30,75,0.2,1.5,Flittle’s toes levitate about half an inch above the ground because of the psychic power emitted from the frills on the Pokémon’s belly.
956,Espathra,95,60,60,101,60,105,1.9,90.0,"It immobilizes opponents by bathing them in psychic power from its large eyes. Despite its appearance, it has a vicious temperament."
957,Tinkatink,50,45,45,35,64,58,0.4,8.9,"It swings its handmade hammer around to protect itself, but the hammer is often stolen by Pokémon that eat metal."
958,Tinkatuff,65,55,55,45,82,78,0.7,59.1,"This Pokémon will attack groups of Pawniard and Bisharp, gathering metal from them in order to create a large and sturdy hammer."
959,Tinkaton,85,75,77,70,105,94,0.7,112.8,"This intelligent Pokémon has a very daring disposition. It knocks rocks into the sky with its hammer, aiming for flying Corviknight."
960,Wiglett,10,55,25,35,25,95,1.2,1.8,This Pokémon can pick up the scent of a Veluza just over 65 feet away and will hide itself in the sand.
961,Wugtrio,35,100,50,50,70,120,1.2,5.4,"It has a vicious temperament, contrary to what its appearance may suggest. It wraps its long bodies around prey, then drags the prey into its den."
962,Bombirdier,70,103,85,60,85,82,1.5,42.9,"It gathers things up in an apron made from shed feathers added to the Pokémon’s chest feathers, then drops those things from high places for fun."
963,Finizen,70,45,40,45,40,75,1.3,60.2,It likes playing with others of its kind using the water ring on its tail. It uses ultrasonic waves to sense the emotions of other living creatures.
964,Palafin,100,70,72,53,62,100,1.3,60.2,This Pokémon changes its appearance if it hears its allies calling for help. Palafin will never show anybody its moment of transformation.
965,Varoom,45,70,63,30,45,47,1.0,35.0,It is said that this Pokémon was born when an unknown poison Pokémon entered and inspirited an engine left at a scrap-processing factory.
966,Revavroom,80,119,90,54,67,90,1.8,120.0,It creates a gas out of poison and minerals from rocks. It then detonates the gas in its cylinders—now numbering eight—to generate energy.
967,Cyclizar,70,95,65,85,65,121,1.6,63.0,"Apparently Cyclizar has been allowing people to ride on its back since ancient times. Depictions of this have been found in 10,000-year-old murals."
968,Orthworm,70,85,145,60,55,65,2.5,310.0,"When attacked, this Pokémon will wield the tendrils on its body like fists and pelt the opponent with a storm of punches."
969,Glimmet,48,35,42,105,60,60,0.7,8.0,It absorbs nutrients from cave walls. The petals it wears are made of crystallized poison.
970,Glimmora,83,55,90,130,81,86,1.5,45.0,"When this Pokémon detects danger, it will open up its crystalline petals and fire beams from its conical body."
971,Greavard,50,61,60,30,55,34,0.6,35.0,It is said that a dog Pokémon that died in the wild without ever interacting with a human was reborn as this Pokémon.
972,Houndstone,72,101,100,50,97,68,2.0,15.0,"Houndstone spends most of its time sleeping in graveyards. Among all the dog Pokémon, this one is most loyal to its master."
973,Flamigo,82,115,74,75,64,90,1.6,37.0,This Pokémon apparently ties the base of its neck into a knot so that energy stored in its belly does not escape from its beak.
974,Cetoddle,108,68,45,30,40,43,1.2,45.0,This species left the ocean and began living on land a very long time ago. It seems to be closely related to Wailmer.
975,Cetitan,170,113,65,45,55,73,4.5,700.0,"This Pokémon wanders around snowy, icy areas. It protects its body with powerful muscles and a thick layer of fat under its skin."
976,Veluza,90,102,73,78,65,70,2.5,90.0,"When Veluza discards unnecessary flesh, its mind becomes honed and its psychic power increases. The spare flesh has a mild but delicious flavor."
977,Dondozo,150,100,115,65,65,35,12.0,220.0,"This Pokémon is a glutton, but it’s bad at getting food. It teams up with a Tatsugiri to catch prey."
978,Tatsugiri,68,50,60,120,95,82,0.3,8.0,This is a small dragon Pokémon. It lives inside the mouth of Dondozo to protect itself from enemies on the outside.
979,Annihilape,110,115,80,50,90,90,1.2,56.0,"When its anger rose beyond a critical point, this Pokémon gained power that is unfettered by the limits of its physical body."
980,Clodsire,130,75,60,45,100,20,1.8,223.0,"When attacked, this Pokémon will retaliate by sticking thick spines out from its body. It’s a risky move that puts everything on the line."
981,Farigiraf,120,90,70,110,70,60,3.2,160.0,"Now that the brain waves from the head and tail are synced up, the psychic power of this Pokémon is 10 times stronger than Girafarig’s."
982,Dudunsparce,125,100,80,85,75,55,3.6,39.2,This Pokémon uses its hard tail to make its nest by boring holes into bedrock deep underground. The nest can reach lengths of over six miles.
983,Kingambit,100,135,120,60,85,50,2.0,120.0,Only a Bisharp that stands above all others in its vast army can evolve into Kingambit.
984,Great Tusk,115,131,131,53,53,87,2.2,320.0,Sightings of this Pokémon have occurred in recent years. The name Great Tusk was taken from a creature listed in a certain book.
985,Scream Tail,115,65,99,65,115,111,1.2,8.0,There has been only one reported sighting of this Pokémon. It resembles a mysterious creature depicted in an old expedition journal.
986,Brute Bonnet,111,127,99,79,99,55,1.2,21.0,It is possible that the creature listed as Brute Bonnet in a certain book could actually be this Pokémon.
987,Flutter Mane,55,55,55,135,135,135,1.4,4.0,"This Pokémon has characteristics similar to those of Flutter Mane, a creature mentioned in a certain book."
988,Slither Wing,85,135,79,85,105,81,3.2,92.0,This mysterious Pokémon has some similarities to a creature that an old book introduced as Slither Wing.
989,Sandy Shocks,85,81,97,121,85,101,2.3,60.0,"No records exist of this Pokémon being caught. Data is lacking, but the Pokémon’s traits match up with a creature shown in an expedition journal."
990,Iron Treads,90,112,120,72,70,106,0.9,240.0,This Pokémon closely resembles a scientific weapon that a paranormal magazine claimed was sent to this planet by aliens.
991,Iron Bundle,56,80,114,124,60,136,0.6,11.0,Its shape is similar to a robot featured in a paranormal magazine article. The robot was said to have been created by an ancient civilization.
992,Iron Hands,154,140,108,50,68,50,1.8,380.7,It is very similar to a cyborg covered exclusively by a paranormal magazine. The cyborg was said to be the modified form of a certain athlete.
993,Iron Jugulis,94,80,86,122,80,108,1.3,111.0,"It resembles a certain Pokémon introduced in a paranormal magazine, described as the offspring of a Hydreigon that fell in love with a robot."
994,Iron Moth,80,70,60,140,110,110,1.2,36.0,This Pokémon resembles an unknown object described in a paranormal magazine as a UFO sent to observe humanity.
995,Iron Thorns,100,134,110,70,84,72,1.6,303.0,It has some similarities to a Pokémon introduced in a dubious magazine as a Tyranitar from one billion years into the future.
996,Frigibax,65,75,45,35,45,55,0.5,17.0,"Frigibax absorbs heat through its dorsal fin and converts the heat into ice energy. The higher the temperature, the more energy Frigibax stores."
997,Arctibax,90,95,66,45,65,62,0.8,30.0,"Arctibax freezes the air around it, protecting its face with an ice mask and turning its dorsal fin into a blade of ice."
998,Baxcalibur,115,145,92,75,86,87,2.1,210.0,This Pokémon blasts cryogenic air out from its mouth. This air can instantly freeze even liquid-hot lava.
999,Gimmighoul,45,30,70,75,70,10,0.3,5.0,"This Pokémon was born inside a treasure chest about 1,500 years ago. It sucks the life-force out of scoundrels who try to steal the treasure."
1000,Gholdengo,87,60,95,133,91,84,1.2,30.0,"Its body seems to be made up of 1,000 coins. This Pokémon gets along well with others and is quick to make friends with anybody."
1001,Wo Chien,85,85,100,95,135,70,1.5,74.2,The grudge of a person punished for writing the king’s evil deeds upon wooden tablets has clad itself in dead leaves to become a Pokémon.
1002,Chien Pao,80,120,80,90,65,135,1.9,152.2,This Pokémon can control 100 tons of fallen snow. It plays around innocently by leaping in and out of avalanches it has caused.
1003,Ting Lu,155,110,125,55,80,45,2.7,699.7,The fear poured into an ancient ritual vessel has clad itself in rocks and dirt to become a Pokémon.
1004,Chi Yu,55,80,80,135,120,100,0.4,4.9,"It controls flames burning at over 5,400 degrees Fahrenheit. It casually swims through the sea of lava it creates by melting rock and sand."
1005,Roaring Moon,105,139,71,55,101,119,2.0,380.0,It is possible that this is the creature listed as Roaring Moon in an expedition journal that still holds many mysteries.
1006,Iron Valiant,74,130,90,120,60,116,1.4,35.0,It has some similarities to a mad scientist’s invention covered in a paranormal magazine.
1007,Koraidon,100,135,115,85,100,135,2.5,303.0,This seems to be the Winged King mentioned in an old expedition journal. It was said to have split the land with its bare fists.
